in·beginning,he-created,Elohim,»,the·heavens,and·»,the·earth
and·the·earth,she-became,chaos,and·vacancy,and·darkness,over,sur faces-of,abyss,and·spirit-of,Elohim,mvibrating,over,sur faces-of,the·waters
and·he-is-saying,Elohim,he-shall-become,light,and·he-is-becoming,light
and·he-is-seeing,Elohim,»,the·light,that,good,and·he-is-cseparating,Elohim,between,the·light,and·between,the·darkness
and·he-is-calling,Elohim,to· the ·light,day,and·to· the ·darkness,he-calls,night,and·he-is-becoming,evening,and·he-is-becoming,morning,day,one,:6 1וַיֹּאמֶר
and·he-is-saying,Elohim,he-shall-become,atmosphere,in·midst-of,the·waters,and·he-shall-become,cseparating,between,waters,to·waters
and·he-is-making do,Elohim,»,the·atmosphere,and·he-is-cseparating,between,the·waters,which,from·under,to· the ·atmosphere,and·between,the·waters,which,from·on,to· the ·atmosphere,and·he-is-becoming,so
and·he-is-calling,Elohim,to· the ·atmosphere,heavens,and·he-is-becoming,evening,and·he-is-becoming,morning,day,second,:9 1וַיֹּאמֶר
and·he-is-saying,Elohim,they-shall-be-flown-together,the·waters,from·under,the·heavens,to,place ri,one,and·she-shall-be-seen,the·dry,and·he-is-becoming,so
and·he-is-calling,Elohim,to· the ·dry,land,and·to·confluence-of,the·waters,he-called,seas,and·he-is-seeing,Elohim,that,good
and·he-is-saying,Elohim,she-shall-cause-to -vegetate,the·land,vegetation,herbage,csowing,seed,tree-of,fruit,making do,fruit,to·species-of·him,which,seed-of·him,in·him,on,the·land,and·he-is-becoming,so
and·she-is-cbring ing -forth,the·land,vegetation,herbage,csowing,seed,to·species-of·him,and·tree,making do,fruit,which,seed-of·him,in·him,to·species-of·him,and·he-is-seeing,Elohim,that,good
and·he-is-becoming,evening,and·he-is-becoming,morning,day,third,And the evening and the
and·he-is-saying,Elohim,he-shall-become,luminaries,in·atmosphere-of,the·heavens,to·to-cseparate-of,between,the·day,and·between,the·night,and·they-become,for·signs,and·for·appointments,and·for·days,and·years
and·they-become,for·luminaries,in·atmosphere-of,the·heavens,to·to-cgive -light-of,on,the·earth,and·he-is-becoming,so
and·he-is-making do,Elohim,»,two-of,the·luminaries,the·great-ones,»,the·luminary,the·great,to·ruling-of,the·day,and·»,the·luminary,the·small,to·ruling-of,the·night,and·»,the·stars
and·he-is-giving,»·them,Elohim,in·atmosphere-of,the·heavens,to·to-cgive -light-of,on,the·earth
and·to·to-rule-of,and·in· the ·night,and·to·to-cseparate-of,between,the·light,and·between,the·darkness,and·he-is-seeing,Elohim,that,good
and·he-is-becoming,evening,and·he-is-becoming,morning,day,fourth,And the evening and the
and·he-is-saying,Elohim,they-shall-roam,the·waters,roamer-of,soul,living,and·flyer,he-shall-mfly,over,the·earth,on,faces-of,atmosphere-of,the·heavens
and·he-is-creating,Elohim,»,the·monsters,the·great-ones,and·»,every-of,soul,the·living,the·moving,which,they-roam,the·waters,to·species-of·them,and·»,every-of,flyer-of,wing,to·species-of·him,and·he-is-seeing,Elohim,that,good
and·he-is-mblessing,»·them,Elohim,to·to-say-of,be-fruitful-you (p) !,and·increase-you (p) !,and·fill-you (p) !,»,the·waters,in· the ·seas,and·the·flyer,he-shall-increase,in· the ·earth
and·he-is-becoming,evening,and·he-is-becoming,morning,day,fifth,And the evening and the
and·he-is-saying,Elohim,the·earth,soul,living,to·species-of·her,beast,and·moving -animal,and·animal-of·him,land,to·species-of·her,and·he-is-becoming,so
and·he-is-making do,Elohim,»,animal-of,the·land,to·species-of·her,and·»,the·beast,to·species-of·her,and·»,every-of,moving -animal -of,the·ground,to·species-of·him,and·he-is-seeing,Elohim,that,good
and·he-is-saying,Elohim,we-shall-make do,human,in·image-of·us,as·likeness-of·us,and·they-shall-sway,in·fish-of,the·sea,and·in·flyer-of,the·heavens,and·in· the ·beast,and·in·all-of,the·earth,and·in·every-of,the·moving -animal,the·one-moving,on,the·land
and·he-is-creating,Elohim,»,the·human,in·image-of·him,in·image-of,Elohim,he-created,»·him,male,and·female,he-created,»·them
and·he-is-mblessing,»·them,Elohim,and·he-is-saying,to·them,Elohim,be-fruitful-you (p) !,and·increase-you (p) !,and·fill-you (p) !,»,the·earth,and·subdue-you (p)·her !,and·sway-you (p) !,in·fish-of,the·sea,and·in·flyer-of,the·heavens,and·in·every-of,animal,the·one-moving,on,the·land
and·he-is-saying,Elohim,behold !,I-give,to·you (p),»,every-of,herbage,seeding,seed,which,on,sur faces-of,all-of,the·earth,and·»,every-of,the·tree,which,fruit-of,tree,seeding,seed,for·you (p),he-is-becoming,for·food
and·for·every-of,animal-of,the·land,and·for·every-of,flyer-of,the·heavens,and·for·every-of,moving -animal,on,the·land,which,soul,living,»,every-of,green,herbage,for·food,and·he-is-becoming,so
and·he-is-seeing,Elohim,»,all-of,which,he-made do,and·behold !,good,very,and·he-is-becoming,evening,and·he-is-becoming,morning,day-of,the·sixth,Genesis 1  -  Genesis 2
and·they-are-being-mfinished,the·heavens,and·the·earth,and·all-of,host-of·them
